"CODICE CORSO DI STUDI";"CORSO DI STUDI";"CODICE TIPOLOGIA";TIPOLOGIA;URL;
CS0001;"CORSO DI ITALIANO BASE PER STUDENTI ERASMUS";CS;"Corso Singolo";;
M11027;"MANAGEMENT DELLE AZIENDE PUBBLICHE, SANITARIE E NON PROFIT (MINOP)";M1;"Master di Primo Livello";;
012702;"LINGUE E CULTURE DELL'ASIA E DELL'AFRICA";L;"Laurea triennale (DM270)";http://asiaeafrica.campusnet.unito.it/do/home.pl;
012703;"SCIENZE DELLA MEDIAZIONE LINGUISTICA";L;"Laurea triennale (DM270)";http://www.dipartimentolingue.unito.it/mediazionelinguistica/oss-home.asp;
011702;"SCIENZE E TECNICHE PSICOLOGICHE";L;"Laurea triennale (DM270)";http://www.psicologia.unito.it/do/home.pl/View?doc=/offerta_formativa/corsi_di_studi/triennali/13-14/st_psicol.html;
009701;"SCIENZE DELL'AMMINISTRAZIONE (ON LINE)";L;"Laurea triennale (DM270)";http://www.scienzedellamministrazione.unito.it;
011302;"SCIENZE E TECNICHE PSICOLOGICHE DELLO SVILUPPO E DELL'EDUCAZIONE";LT;"Laurea triennale (DM509)";www.psicologia.unito.it;
005208;"FILOLOGIA E LETTERATURE DELL'ANTICHITÀ";LS;"Laurea specialistica";www.lettere.unito.it;
009303;"SERVIZIO SOCIALE - BIELLA";LT;"Laurea triennale (DM509)";http://hal9000.cisi.unito.it/wf/FACOLTA/Scienze-Po/Cdl-triennali/Servizio-sociale-BIELLA/index.htm;
001205;"DIFESA DEL SUOLO E MANUTENZIONE FORESTALE DEL TERRITORIO";LS;"Laurea specialistica";www.agraria.unito.it;
005303;"SOCIETA' E CULTURE D'EUROPA";LT;"Laurea triennale (DM509)";www.lettere.unito.it;
005207;"STORIA DEL PATRIMONIO ARCHEOLOGICO E STORICO-ARTISTICO";LS;"Laurea specialistica";www.lettere.unito.it;
070309;"TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA)";LT;"Laurea triennale (DM509)";http://evolutiva.campusnet.unito.it;
004304;"SCIENZE GIURIDICHE (CUNEO)";LT;"Laurea triennale (DM509)";www.giurisprudenza.unito.it;
003302;"INFORMAZIONE SCIENTIFICA SUL FARMACO";LT;"Laurea triennale (DM509)";www.pharm.unito.it;
004501;GIURISPRUDENZA;LM5;"Laurea Magistrale Ciclo Unico 5 anni";http://www.giurisprudenza.unito.it/do/home.pl/View?doc=/Corsi_di_laurea/Laurea_magistrale_ciclo_unico_2013-2014.html;
005210;"COMUNICAZIONE NELLA SOCIETÀ DELL'INFORMAZIONE";LS;"Laurea specialistica";www.lettere.unito.it;
070317;"INFERMIERISTICA PEDIATRICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE PEDIATRICO)";LT;"Laurea triennale (DM509)";www.medicina.unito.it;
102510;"PROFESSIONI CONTABILI";LM;"Laurea Magistrale";http://www.pc.unito.it;
102310;"ECONOMIA E GESTIONE DELLE IMPRESE";LT;"Laurea triennale (DM509)";www.econ.unito.it;
008510;FISICA;LM;"Laurea Magistrale";http://fisica.campusnet.unito.it/cgi-bin/home.pl;
008535;"BIOTECNOLOGIE INDUSTRIALI";LM;"Laurea Magistrale";http://biotecnologieindustriali.campusnet.unito.it/do/home.pl;
005512;"CULTURE MODERNE COMPARATE";LM;"Laurea Magistrale";http://culturecomparate.campusnet.unito.it/do/home.pl;
071604;"MEDICINA E CHIRURGIA";LM6;"Laurea Magistrale Ciclo Unico 6 anni";http://medchirurgiasl.campusnet.unito.it/cgi-bin/home.pl;
008704;"SCIENZE NATURALI";L;"Laurea triennale (DM270)";http://naturali.campusnet.unito.it;
012313;"SCIENZE DELLA MEDIAZIONE LINGUISTICA PER IL DOPPIAGGIO CINE-TELEVISIVO";LT;"Laurea triennale (DM509)";www.lingue.unito.it;
102501;"ECONOMIA, GESTIONE E VALORIZZAZIONE DEL TURISMO";LM;"Laurea Magistrale";www.econ.unito.it;
102722;"ECONOMIA E COMMERCIO";L;"Laurea triennale (DM270)";http://www.ecocomm.unito.it;
102113;"MANAGEMENT - CUSTOMER FIRST";M1;"Master di Primo Livello";;
009110;"WORLD HERITAGE AT WORK";M1;"Master di Primo Livello";;
700956;"SCIENZE DELLA FORMAZIONE TUTORIALE SPECIFICA PER LE PROFESSIONI SANITARIE IN CAMPO RIABILITATIVO, TECNICO SANITARIO E DI PREVENZIONE";M1;"Master di Primo Livello";;
700937;"FARMACOLOGIA CLINICA DEGLI ANTIRETROVIRALI";M2;"Master di Secondo Livello";;
012504;"COMUNICAZIONE INTERNAZIONALE PER IL TURISMO";LM;"Laurea Magistrale";http://www.dipartimentolingue.unito.it/turismomagistrale/oss-home.asp;
012705;"LINGUE E CULTURE PER IL TURISMO";L;"Laurea triennale (DM270)";http://www.dipartimentolingue.unito.it/turismo/oss-home.asp;
700960;"PREVENZIONE CARDIOVASCOLARE E DISLIPIDEMIE";M2;"Master di Secondo Livello";;
102118;"MANAGEMENT DELLE AZIENDE OSPEDALIERE E SANITARIE LOCALI";M1;"Master di Primo Livello";;
070707;"LOGOPEDIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI LOGOPEDISTA)";L;"Laurea triennale (DM270)";http://logopedia.campusnet.unito.it/do/home.pl;
004705;"DIRITTO PER LE IMPRESE E LE ISTITUZIONI";L;"Laurea triennale (DM270)";http://www.giurisprudenza.unito.it/do/home.pl/View?doc=/Corsi_di_laurea/2014_15/Diritto_per_le_imprese_e_le_istituzioni_anno_2014_15.html;
071702;"INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE)";L;"Laurea triennale (DM270)";http://medtriennalisl.campusnet.unito.it/do/home.pl;
070713;"TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA)";L;"Laurea triennale (DM270)";http://medradioto.campusnet.unito.it;
001104;"PROGETTAZIONE DEL PAESAGGIO E DELLE AREE VERDI";M1;"Master di Primo Livello";;
007931;"SVILUPPO DELLA SALUTE DEL CAVO ORALE NELLE COMUNITA' SVANTAGGIATE E NEI PAESI IN VIA DI SVILUPPO";M1;"Master di Primo Livello";;
700955;"ORGANIZZAZIONE E COORDINAMENTO DELLE PROFESSIONI TECNICO DIAGNOSTICHE E TECNICO ASSISTENZIALI";M1;"Master di Primo Livello";;
092127;"INFORMATION TECHNOLOGY AND BUSINESS PROCESS MANAGEMENT";M1;"Master di Primo Livello";;
070709;"TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA  DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA)";L;"Laurea triennale (DM270)";http://evolutiva.campusnet.unito.it/;
700949;"PROFESSIONI SANITARIE FORENSI: RESPONSABILITA' E IMPLICAZIONI";M1;"Master di Primo Livello";;
102117;"QUALITY MANAGEMENT SYSTEMS IN THE HEALTH ORGANIZATIONS";M2;"Master di Secondo Livello";;
102115;"RISPARMIO E PREVIDENZA";M1;"Master di Primo Livello";;
012105;"STUDI AMERICANI";M1;"Master di Primo Livello";;
071102;"MEDICINA PALLIATIVA";M1;"Master di Primo Livello";;
008107;"CLOUD COMPUTING E SERVIZI SOFTWARE";M1;"Master di Primo Livello";;
102126;"INSURANCE AND RISK MANAGEMENT";M2;"Master di Secondo Livello";;
090129;"INFERMIERE DI FAMIGLIA E DI COMUNITA'";M1;"Master di Primo Livello";;
004113;"INTELLECTUAL PROPERTY";M1;"Master di Primo Livello";;
005203;"ANTROPOLOGIA CULTURALE ED ETNOLOGIA";LS;"Laurea specialistica";www.letter.it;
007818;"MEDICINA D'EMERGENZA-URGENZA";SP5;"Scuola di Specializzazione";;
700935;"CHIRURGIA ORALE";M2;"Master di Secondo Livello";;
007838;RADIOTERAPIA;SP5;"Scuola di Specializzazione";;
092109;"MANAGEMENT DEL PATRIMONIO IMMOBILIARE";M1;"Master di Primo Livello";;
007807;CARDIOCHIRURGIA;SP5;"Scuola di Specializzazione";;
007814;"GINECOLOGIA ED OSTETRICIA";SP5;"Scuola di Specializzazione";;
057103;"A345 - LINGUA STRANIERA (INGLESE)";TFA;"Tirocinio formativo attivo";;
057102;"A059 - MATEMATICHE E SCIENZE NELLA SCUOLA SECONDARIA DI I GRADO";TFA;"Tirocinio formativo attivo";;
057202;"A036 - FILOSOFIA, PSICOLOGIA E SCIENZE DELL'EDUCAZIONE";TFA;"Tirocinio formativo attivo";;
071810;PSICHIATRIA;SP5;"Scuola di Specializzazione";;
008512;"SCIENZE DEI SISTEMI NATURALI";LM;"Laurea Magistrale";http://naturali.campusnet.unito.it/do/home.pl/View?doc=HomeLMSSN.html;
057208;"A051 - MATERIE LETTERARIE E LATINO NEI LICEI E NELL'ISTITUTO MAGISTRALE";TFA;"Tirocinio formativo attivo";;
006122;"DIDATTICA DELL'ITALIANO L2 (MITAL 2)";M1;"Master di Primo Livello";;
006121;"DIDATTICA E PSICOPEDAGOGIA PER I DISTURBI SPECIFICI DI APPRENDIMENTO";M1;"Master di Primo Livello";;
092137;"MANAGEMENT DELL'OSPITALITA' E DELLO SPORT";M1;"Master di Primo Livello";;
700977;"CASE MANAGEMENT INFERMIERISTICO IN MEDICINA E CHIRURGIA";M1;"Master di Primo Livello";;
700982;"CEFALEE - FISIOPATOLOGIA,  DIAGNOSI E TERAPIA";M2;"Master di Secondo Livello";;
102129;"ECONOMIA, MANAGEMENT, PROMOZIONE E VALORIZZAZIONE DEL TURISMO";M1;"Master di Primo Livello";;
092140;"MANAGEMENT DELL'IMPRESA COOPERATIVA";M1;"Master di Primo Livello";;
102404;"MANAGEMENT DELLA CULTURA COME FATTORE DI SVILUPPO DEL WELFARE";CAFP;"Corsi di alta formazione professionale";;
102407;"METODOLOGIE DI SVILUPPO PER L'IMPRENDITORIALITA' INDIVIDUALE COME FATTORE DI BENESSERE SOCIALE";CAFP;"Corsi di alta formazione professionale";;
M12002;"FINANZA AZIENDALE E CREAZIONE DI VALORE";M1;"Master di Primo Livello";;
M11013;"MANAGEMENT E CREATIVITA' DEI PATRIMONI COLLINARI";M1;"Master di Primo Livello";;
CFP004;"MEDIA, ECONOMIA, EDUCAZIONE";CAFP;"Corsi di alta formazione professionale";;
M11017;"EUROPEAN LEGAL AND ECONOMIC AFFAIRS";M1;"Master di Primo Livello";;
CFP025;"PROGETTAZIONE GESTIONE E CONTROLLO DEI PROGRAMMI DELL'UNIONE EUROPEA";CAFP;"Corsi di alta formazione professionale";;
102410;"LA GESTIONE DEL PERSONALE ALL'INTERNO DELLE ORGANIZZAZIONI SANITARIE";CAFP;"Corsi di alta formazione professionale";;
005509;"LETTERATURA, FILOLOGIA E LINGUISTICA ITALIANA";LM;"Laurea Magistrale";http://letteratura.campusnet.unito.it/do/home.pl;
008515;INFORMATICA;LM;"Laurea Magistrale";http://beta.educ.di.unito.it/index.php/offerta-formativa/laurea-magistrale/;
009709;"SCIENZE INTERNAZIONALI, DELLO SVILUPPO E DELLA COOPERAZIONE";L;"Laurea triennale (DM270)";http://www.didattica-cps.unito.it/do/home.pl/View?doc=corsi_di_studio/SISCO_scienze_intern_sviluppo_coop/presentazione.html;
PAS022;"C240 - LABORATORIO DI CHIMICA E CHIMICA INDUSTRIALE";PAS;"Percorso abilitante speciale";;
PASP01;"A033 - EDUCAZIONE TECNICA NELLA SCUOLA MEDIA";PAS;"Percorso abilitante speciale";;
PASA03;"A040 - IGIENE, ANATOMIA, FISIOLOGIA, PATOLOGIA GENERALE E DELL'APPARATO MASTICATORIO";PAS;"Percorso abilitante speciale";;
PASA07;"A060 - SCIENZE NATURALI, CHIMICA E GEOGRAFIA, MICROBIOLOGIA (UPO)";PAS;"Percorso abilitante speciale";;
PASP02;"A020 - DISCIPLINE MECCANICHE E TECNOLOGIA";PAS;"Percorso abilitante speciale";;
PASP03;"A034 - ELETTRONICA";PAS;"Percorso abilitante speciale";;
M22004;"COMPETENZE RELAZIONALI PER INSEGNANTI CON ALUNNI CON BISOGNI EDUCATIVI SPECIALI";M2;"Master di Secondo Livello";;
M11008;"FORMAZIONE TUTORIALE SPECIFICA PER LE PROFESSIONI SANITARIE SNT/2, SNT/3 E SNT/4";M1;"Master di Primo Livello";;
TFA015;"A028 - EDUCAZIONE ARTISTICA";TFA;"Tirocinio formativo attivo";;
TFA017;"A031 - EDUCAZIONE MUSICALE NEGLI ISTITUTI DI ISTRUZIONE SECONDARIA DI II GRADO";TFA;"Tirocinio formativo attivo";;
CFP036;"METODI E STRUMENTI DELLA NUOVA INFORMAZIONE 2.0 PER LA SCUOLA: COMUNICAZIONE, MANAGEMENT, DIDATTICA";CAFP;"Corsi di alta formazione professionale";;
CPA004;"PSICHIATRIA FORENSE";CPA;"Corso di Perfezionamento";;
M21015;"URODINAMICA AVANZATA";M2;"Master di Secondo Livello";;
TFA047;"A062 - TECNICA DELLA REGISTRAZIONE DEL SUONO";TFA;"Tirocinio formativo attivo";;
CLI200;"PERFEZIONAMENTO INSEGNAMENTO DI DISCIPLINA NON LINGUISTICA - 20 CFU";CLIL20;"Perfezionamento insegnamento di disciplina non linguistica in lingua (20 CFU)";;
TFA061;"A545,A546: LINGUA STRANIERA (TEDESCO), LINGUA E CIVILTA' STRANIERA (TEDESCO)";TFA;"Tirocinio formativo attivo";;
TFA013;"A025 - DISEGNO E STORIA DELL'ARTE";TFA;"Tirocinio formativo attivo";;
307274;URORIABILITAZIONE;CPA;"Corso di Perfezionamento";;
307282;"CHIRURGIA TORACICA ONCOLOGICA";CPA;"Corso di Perfezionamento";;
090712;"MATEMATICA PER LA FINANZA E L'ASSICURAZIONE";L;"Laurea triennale (DM270)";http://matematicafinanza.campusnet.unito.it/do/home.pl;
001318;"PRODUZIONI VEGETALI";LT;"Laurea triennale (DM509)";www.agraria.unito.it;
006301;"SCIENZE DELL'EDUCAZIONE";LT;"Laurea triennale (DM509)";www.sciform.unito.it;
001308;"DIFESA DEL SUOLO E MANUTENZIONE IDRAULICO FORESTALE DEL TERRITORIO";LT;"Laurea triennale (DM509)";www.agraria.unito.it;
011206;"APPRENDIMENTO, CAMBIAMENTO E FORMAZIONE DEGLI ADULTI";LS;"Laurea specialistica";www.psicologia.unito.it;
056201;"BIOTECNOLOGIE MOLECOLARI";LS;"Laurea specialistica";http://hal9000.cisi.unito.it/wf/FACOLTA/Scuola-Uni1/TELECOMUNI/index.htm;
070304;"INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE) (VALLE D'AOSTA)";LT;"Laurea triennale (DM509)";www.medicina.unito.it;
005205;"COMUNICAZIONE PER LE ISTITUZIONI E LE IMPRESE";LS;"Laurea specialistica";www.scidecom.unito.it;
008307;INFORMATICA;LT;"Laurea triennale (DM509)";www.educ.di.unito.it;
003502;"CHIMICA E TECNOLOGIA FARMACEUTICHE";LC5;"Laurea Ciclo Unico 5 anni";;
102208;"MANAGEMENT PUBBLICO";LS;"Laurea specialistica";www.econ.unito.it;
CS0003;"CORSO DI ITALIANO AVANZATO PER STUDENTI ERASMUS";CS;"Corso Singolo";;
M12012;"PROCESSI AZIENDALI E SISTEMI INFORMATIVI";M1;"Master di Primo Livello";;
090205;"SCIENZE DELLA RIABILITAZIONE";LS;"Laurea specialistica";fcl-trp-to@unito.it;
A017;"FILOLOGIA PROVA";LM;"Laurea Magistrale";;
012701;"LINGUE E LETTERATURE MODERNE";L;"Laurea triennale (DM270)";http://www.dipartimentolingue.unito.it/lingueletterature/oss-home.asp;
011502;"PSICOLOGIA CLINICA E DI COMUNITÀ";LM;"Laurea Magistrale";http://www.psicologia.unito.it;
009505;"POLITICHE E SERVIZI SOCIALI";LM;"Laurea Magistrale";http://www.didattica-cps.unito.it;
008209;"BIOLOGIA SANITARIA";LS;"Laurea specialistica";www.biologia.unito.it;
006304;"CORSO DI LAUREA IN SCIENZE DELL'EDUCAZIONE (SAVIGLIANO)";LT;"Laurea triennale (DM509)";www.sciform.unito.it;
012204;"LINGUE E CULTURE PER IL TURISMO";LS;"Laurea specialistica";www.lingue.unito.it;
090202;SOCIOLOGIA;LS;"Laurea specialistica";www.scipol.unito.it;
005206;"COMUNICAZIONE MULTIMEDIALE E DI MASSA";LS;"Laurea specialistica";www.lettere.unito.it;
003501;FARMACIA;LC5;"Laurea Ciclo Unico 5 anni";www.pharm.unito.it;
070301;"INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE)";LT;"Laurea triennale (DM509)";www.climolinette.unito.it;
001207;"BIOTECNOLOGIE AGRARIE VEGETALI";LS;"Laurea specialistica";www.agraria.unito.it;
004306;"DIRITTO DELLE PUBBLICHE AMMINISTRAZIONI E DELLE ORGANIZZAZIONI INTERNAZIONALI";LT;"Laurea triennale (DM509)";www.giurisprudenza.unito.it;
011207;"COMPETENZE RELAZIONALI NELLE ORGANIZZAZIONI";LS;"Laurea specialistica";www.psicologia.unito.it;
090206;"SCIENZE E TECNOLOGIE ZOOTECNICHE";LS;"Laurea specialistica";www.veter.unito.it;
001317;"SCIENZE E TECNOLOGIE AGRARIE";LT;"Laurea triennale (DM509)";www.agraria.unito.it;
092301;"CORSO DI LAUREA INTERFACOLTÀ IN MANAGEMENT DELL'INFORMAZIONE E DELLA COMUNICAZIONE AZIENDALE";LT;"Laurea triennale (DM509)";www.saa.unito.it;
004701;"SCIENZE DEL DIRITTO E DELL'ATTIVITÀ NORMATIVA";L;"Laurea triennale (DM270)";"www.giurisprudenza .unito.it";
006508;"STORIA E CRITICA DELLE CULTURE MUSICALI";LM;"Laurea Magistrale";http://sciformspec.campusnet.unito.it;
008518;"SCIENZA DEI MATERIALI";LM;"Laurea Magistrale";http://scienzadeimateriali.campusnet.unito.it/do/home.pl;
008538;MATEMATICA;LM;"Laurea Magistrale";http://matematicalm.campusnet.unito.it/do/home.pl;
007502;"ODONTOIATRIA E PROTESI DENTARIA";LM6;"Laurea Magistrale Ciclo Unico 6 anni";http://odontoiatria.campusnet.unito.it/cgi-bin/home.pl;
001504;"SCIENZE FORESTALI E AMBIENTALI";LM;"Laurea Magistrale";http://agraria-offdid.campusnet.unito.it/do/home.pl/View?doc=paginecds/sc_forestali_270.html;
001703;"TECNOLOGIE ALIMENTARI";L;"Laurea triennale (DM270)";http://agraria-offdid.campusnet.unito.it/do/home.pl/View?doc=paginecds/tec_alimentare_270.html;
092136;"MANAGEMENT DELL'IMPRESA COOPERATIVA";M1;"Master di Primo Livello";;
290502;"ANALISI E GESTIONE DELL'AMBIENTE";LM;"Laurea Magistrale";;
006702;"DAMS (DISCIPLINE DELL'ARTE DELLA MUSICA E DELLO SPETTACOLO), TELEVISIONE E NUOVI MEDIA";L;"Laurea triennale (DM270)";http://dams.campusnet.unito.it/;
008709;"TECNOLOGIE PER I BENI CULTURALI";L;"Laurea triennale (DM270)";http://stbeniculturali.campusnet.unito.it/cgi-bin/home.pl;
008715;"OTTICA E OPTOMETRIA";L;"Laurea triennale (DM270)";http://otticaeoptometria.campusnet.unito.it/cgi-bin/home.pl;
006505;"SCIENZE PEDAGOGICHE";LM;"Laurea Magistrale";http://scienzepedagogiche.campusnet.unito.it/do/home.pl;
009109;"I PROFESSIONISTI DEL PATRIMONIO CULTURALE";M1;"Master di Primo Livello";;
700944;"ENDOCRINOLOGIA, DIABETOLOGIA E MALATTIE DEL METABOLISMO";M1;"Master di Primo Livello";;
008710;"SCIENZE GEOLOGICHE";L;"Laurea triennale (DM270)";http://geologia.campusnet.unito.it;
090112;GIORNALISMO;M1;"Master di Primo Livello";;
090118;"PROGETTAZIONE E MANAGEMENT DEL MULTIMEDIA PER LA COMUNICAZIONE (MATEC)";M1;"Master di Primo Livello";;
092119;"GESTIONE DEI PROCESSI DI VENDITA";M1;"Master di Primo Livello";;
006113;"MANAGEMENT DELLE ISTITUZIONI SCOLASTICHE E FORMATIVE";M2;"Master di Secondo Livello";;
092120;"GESTIONE DEI SERVIZI BANCARI E FINANZIARI (BANKING AND FINANCIAL SERVICES MANAGEMENT)";M1;"Master di Primo Livello";;
071802;"MALATTIE DELL'APPARATO RESPIRATORIO";SP5;"Scuola di Specializzazione";;
090128;"SCIENZE E CULTURA DELLA MONTAGNA (PRO-MONT)";M1;"Master di Primo Livello";;
007909;"MEDICINA ORALE E CURE ODONTOIATRICHE IN PAZIENTI A RISCHIO";M2;"Master di Secondo Livello";;
012507;"LINGUE E CIVILTA' DELL'ASIA E DELL'AFRICA";LM;"Laurea Magistrale";http://asiaeafricalm.campusnet.unito.it/do/home.pl;
391001;"CHINESIOLOGIA: EDUCAZIONE ALLA SALUTE, ALLA QUALITA' DELLA VITA ED ALLA SUA SOSTENIBILITA'";CPA;"Corso di Perfezionamento";;
004504;"GOVERNO DELLE AMMINISTRAZIONI";LM;"Laurea Magistrale";www.giurisprudenza.unito.it;
700940;"INFERMIERISTICA DI AREA CRITICA";M1;"Master di Primo Livello";;
092124;"FINANZA E CONTROLLO DI GESTIONE. ORIENTAMENTO CFO DIREZIONE, AMMINISTRAZIONE, FINANZA E CONTROLLO";M2;"Master di Secondo Livello";;
092112;"PROCESSI AZIENDALI E SISTEMI INFORMATIVI";M1;"Master di Primo Livello";;
070715;"TECNICHE DI NEUROFISIOPATOLOGIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI NEUROFISIOPATOLOGIA)";L;"Laurea triennale (DM270)";http://neurofisiopatologia.campusnet.unito.it/cgi-bin/home.pl;
007912;PSICO-ONCOLOGIA;M2;"Master di Secondo Livello";;
092132;"MANAGEMENT DEI PROGRAMMI DELL'UNIONE EUROPEA . PROGETTAZIONE, GESTIONE E CONTROLLO";M1;"Master di Primo Livello";;
009112;"ANALISI, PREVENZIONE E CONTRASTO DELLA CRIMINALITA' ORGANIZZATA E DELLA CORRUZIONE POLITICA";M1;"Master di Primo Livello";;
007802;"GENETICA MEDICA";SP5;"Scuola di Specializzazione";;
007801;"BIOCHIMICA CLINICA";SP5;"Scuola di Specializzazione";;
090126;"RESPONSABILITA' E GESTIONE DELLA QUALITA' NELL'IMPRESA ALIMENTARE  (REGIA)";M1;"Master di Primo Livello";;
102122;"LEADERSHIP, QUALITA' E MANAGEMENT NELLA DIRIGENZA DEL MIUR";M2;"Master di Secondo Livello";;
102123;"ECONOMIA E POLITICA SANITARIA (M.E.P.SA.)";M1;"Master di Primo Livello";;
070718;"DIETISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI DIETISTA)";L;"Laurea triennale (DM270)";http://dietistica.campusnet.unito.it/cgi-bin/home.pl;
102124;"BUSINESS ADMINISTRATION ENGLISH VERSION (MBA)";M1;"Master di Primo Livello";;
102127;"MANAGEMENT & GOVERNANCE DELLE ASSICURAZIONI";M2;"Master di Secondo Livello";;
006203;"TEATRO E ARTI DELLA SCENA";LS;"Laurea specialistica";www.sciform.unito.it;
005504;"SCIENZE STORICHE E DOCUMENTARIE";LM;"Laurea Magistrale";www.lettere.unito.it;
007828;"ONCOLOGIA MEDICA";SP5;"Scuola di Specializzazione";;
007806;"ANESTESIA RIANIMAZIONE E TERAPIA INTENSIVA";SP5;"Scuola di Specializzazione";;
007834;"CHIRURGIA MAXILLO-FACCIALE";SP5;"Scuola di Specializzazione";;
007839;UROLOGIA;SP5;"Scuola di Specializzazione";;
007840;"CHIRURGIA VASCOLARE";SP5;"Scuola di Specializzazione";;
007808;"CHIRURGIA GENERALE";SP6;"Scuola di Specializzazione";;
007830;PEDIATRIA;SP5;"Scuola di Specializzazione";;
007804;"PATOLOGIA CLINICA";SP5;"Scuola di Specializzazione";;
007822;"MEDICINA LEGALE";SP5;"Scuola di Specializzazione";;
007820;"MEDICINA FISICA E RIABILITATIVA";SP5;"Scuola di Specializzazione";;
007826;"NEUROPSICHIATRIA INFANTILE";SP5;"Scuola di Specializzazione";;
003701;"TECNICHE ERBORISTICHE";L;"Laurea triennale (DM270)";http://www.farmacia-dstf.unito.it/do/home.pl/View?doc=Corso_TE.html;
092701;"MANAGEMENT DELL'INFORMAZIONE E DELLA COMUNICAZIONE AZIENDALE";L;"Laurea triennale (DM270)";http://saa.campusnet.unito.it;
001717;"SCIENZE E TECNOLOGIE AGRARIE";L;"Laurea triennale (DM270)";http://agraria-offdid.campusnet.unito.it/do/home.pl/View?doc=paginecds/sc_agrarie_270.html;
071806;NEUROLOGIA;SP5;"Scuola di Specializzazione";;
071809;OTORINOLARINGOIATRIA;SP5;"Scuola di Specializzazione";;
057201;"A029 - EDUCAZIONE FISICA";TFA;"Tirocinio formativo attivo";;
071811;RADIODIAGNOSTICA;SP5;"Scuola di Specializzazione";;
092133;"BUSINESS ADMINISTRATION";M1;"Master di Primo Livello";;
011105;"COMPETENZE RELAZIONALI PER INSEGNANTI CHE INTERAGISCONO CON ALUNNI E FAMIGLIE CON BISOGNI EDUCATIVI SPECIALI";M2;"Master di Secondo Livello";;
371003;"ALLERGOLOGIA PEDIATRICA";CPA;"Corso di Perfezionamento";;
008112;"SERVIZI SOFTWARE E CLOUD COMPUTING";M1;"Master di Primo Livello";;
700976;"IMPLANTOLOGIA PROTESICA";M2;"Master di Secondo Livello";;
700980;"SENOLOGIA PER LE PROFESSIONI SANITARIE - BREAST NURSE";M1;"Master di Primo Livello";;
102403;"RIFORMA FEDERALISTA E ARMONIZZAZIONE DEI SISTEMI DI CONTABILITA' E BILANCIO PUBBLICI";CAFP;"Corsi di alta formazione professionale";;
303203;"FARMACIA DI COMUNITA'";CPA;"Corso di Perfezionamento";;
102412;"LABORATORIO PER LA FINANZA D'IMPRESA";CAFP;"Corsi di alta formazione professionale";;
PAS003;"A043 - ITALIANO, STORIA E GEOGRAFIA NELLA SCUOLA SECONDARIA DI I GRADO";PAS;"Percorso abilitante speciale";;
PAS006;"A017 - DISCIPLINE ECONOMICO-AZIENDALI";PAS;"Percorso abilitante speciale";;
M11014;"WORLD HERITAGE AND CULTURAL PROJECTS FOR DEVELOPMENT";M1;"Master di Primo Livello";;
CFP011;"QUANDO LE RISORSE SCARSEGGIANO. IL FOUND-RAISING E GLI OBBLIGHI IN MATERIA DI TRASPARENZA";CAFP;"Corsi di alta formazione professionale";;
CFP015;"ECONOMIA E FINANZA DEI SISTEMI SANITARI";CAFP;"Corsi di alta formazione professionale";;
CFP016;"MOVIMENTO E ALIMENTAZIONE PER UNA SALUTE COLLETTIVA SOSTENIBILE";CAFP;"Corsi di alta formazione professionale";;
CFP018;"GLI SVILUPPI NEL SETTORE DELLA SICUREZZA ALIMENTARE: CONOSCERE, GESTIRE E IMPLEMENTARE IL SISTEMA";CAFP;"Corsi di alta formazione professionale";;
TFA041;"A006 - ARTE DELLA CERAMICA";TFA;"Tirocinio formativo attivo";;
TFA005;"A022 - DISCIPLINE PLASTICHE";TFA;"Tirocinio formativo attivo";;
102409;"NUOVI APPROCCI E MODELLI DI PROCUREMENT APPLICATI AL SETTORE SANITARIO";CAFP;"Corsi di alta formazione professionale";;
M22002;"TERAPIA PARODONTALE: DALLA BIOLOGIA ALLA CLINICA";M2;"Master di Secondo Livello";;
005704;"SCIENZE DELLA COMUNICAZIONE";L;"Laurea triennale (DM270)";http://comunicazione.campusnet.unito.it/do/home.pl;
2601L31;"BENI CULTURALI";L;"Laurea triennale (DM270)";http://beniculturali.campusnet.unito.it;
PAS026;"A246 - LINGUA E CIVILTA' STRANIERA (FRANCESE)";PAS;"Percorso abilitante speciale";;
